processing_statistics.start_time,processing_statistics.raw_sources,processing_statistics.processed_documents,processing_statistics.total_chunks,processing_statistics.total_tokens,processing_statistics.end_time,output_files.structured_documents,output_files.training_chunks,output_files.dataset_metadata,quality_metrics.documents_processed,quality_metrics.chunks_created,quality_metrics.average_chunk_size,quality_metrics.chunk_overlap
2025-10-04T14:01:53.744443,20,20,313,0,2025-10-04T14:01:53.783893,structured_documents.json,training_chunks.json,dataset_metadata.json,20,313,~500 words,100 words
