collection_date,person,content_type,total_articles,successful_collections,failed_collections,total_words,total_characters,estimated_tokens,articles_by_title
2025-10-04T15:02:18.248817,Queen Elizabeth II,Christmas Broadcasts and Major Speeches,3,3,6,13951,86363,94999,"['Royal Christmas message', 'Elizabeth II', 'COVID-19 pandemic in the United Kingdom']"
