processing_date,input_file,output_directory,source_statistics.total_poems,source_statistics.author,source_statistics.author_id,document_statistics.total_documents,document_statistics.total_characters,document_statistics.average_characters_per_poem,document_statistics.poems_with_allusions,document_statistics.poems_with_allusions_percentage,document_statistics.poems_with_annotations,document_statistics.poems_with_annotations_percentage,content_distribution.poem_types.律詩,content_distribution.poem_types.絶句,content_distribution.poem_types.排律,content_distribution.poem_types.古風,content_distribution.poem_types.四言詩,content_distribution.poem_types.句,content_distribution.poem_types.樂府曲辭,content_distribution.poem_types.辭賦,content_distribution.poem_types.文,content_distribution.top_5_poem_types,content_distribution.time_periods,content_distribution.unique_places,chunk_statistics.total_chunks,chunk_statistics.chunk_types.poem_content,chunk_statistics.chunk_types.allusions_context,chunk_statistics.chunk_types.annotations_context,chunk_statistics.average_chunks_per_poem
2025-10-04T14:32:58.840453,dufu_poems_full.json,/Users/rickiyang/Documents/UTS/36118-Applied Natural Language Processing/AT2/living-voices-dataset/datasets/du_fu/processed_data,1496,杜甫,17270,1496,144721,96.74,701,46.86,1252,83.69,762,94,132,463,1,4,8,7,25,"[['律詩', 762], ['古風', 463], ['排律', 132], ['絶句', 94], ['文', 25]]",69,87,3449,1496,701,1252,2.31
